,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length,y_pred,proba
690,True,172.33,103.83,103.54,3.98,3.18,113.31,1,0.9999641892744796
691,True,171.64,103.58,103.46,3.72,3.2,113.3,1,0.9999930269985733
692,True,172.49,103.92,103.91,4.42,2.84,113.38,1,0.9999628467253052
693,True,172.0,104.32,104.26,4.53,3.04,112.93,1,0.9704642282481614
694,True,171.49,103.77,103.6,4.01,3.09,112.95,1,0.9998099555899895
695,True,172.1,103.98,103.86,4.47,3.06,113.0,1,0.9956035959207093
696,True,171.81,103.96,103.47,4.0,3.0,113.1,1,0.999981961038562
697,True,171.9,104.0,104.07,4.52,3.09,113.6,1,0.9995871924599621
698,True,172.24,103.97,104.11,4.02,2.84,113.15,1,0.9999761298439358
699,True,171.71,103.52,103.34,4.12,3.31,113.15,1,0.9995386810891779
700,True,172.22,103.96,103.97,4.94,2.99,113.01,1,0.9469553012394529
701,True,172.03,103.64,103.59,3.63,3.04,112.96,1,0.9999906491840672
702,True,172.11,104.06,104.21,4.42,3.06,113.18,1,0.9966101604568384
703,True,172.1,103.85,103.68,4.25,2.91,113.4,1,0.9999891558786845
704,True,171.75,103.6,103.4,4.02,2.84,112.9,1,0.9999894799275445
705,True,172.46,103.75,104.02,4.26,3.22,113.63,1,0.9997819784032247
706,True,172.17,103.31,103.89,4.38,3.13,113.48,1,0.9997020233707051
707,True,172.48,104.56,104.03,3.79,2.97,113.65,1,0.9999992370410121
708,True,171.99,104.03,103.43,4.08,2.98,113.28,1,0.9999929865759896
709,True,172.07,104.21,103.82,4.29,3.35,113.3,1,0.996015992313951
711,True,172.43,103.6,104.12,4.57,3.08,112.95,1,0.968078156628785
712,True,172.09,103.68,103.99,3.74,3.28,113.27,1,0.9998727892341657
713,True,171.56,103.92,103.5,4.41,2.66,113.55,1,0.9999995178231715
714,True,172.03,104.69,103.87,4.17,2.79,112.85,1,0.9998955588803028
715,True,172.36,104.11,103.31,4.04,2.98,113.37,1,0.9999978985451426
716,True,171.77,103.92,103.9,4.61,2.95,112.95,1,0.9947431481398357
717,True,172.43,103.97,103.93,3.99,3.08,112.66,1,0.997311601577462
718,True,172.43,103.58,103.77,3.95,2.62,112.81,1,0.999995917966142
719,True,171.79,103.65,103.61,4.19,3.06,113.6,1,0.9999918222606229
720,True,171.86,103.47,103.59,4.04,2.97,113.22,1,0.999987908400501
721,True,171.65,103.95,103.61,4.03,3.25,113.06,1,0.9994021760983748
722,True,172.3,104.04,103.93,4.33,2.92,113.19,1,0.9998333568583473
723,True,171.99,103.97,103.89,4.22,3.17,113.12,1,0.9984906147052847
724,True,172.16,104.43,104.06,4.51,3.19,112.69,1,0.7763467895466936
725,True,171.73,103.6,103.34,3.82,3.15,112.89,1,0.9999347190205171
726,True,171.79,103.74,103.48,4.6,2.8,113.35,1,0.9999780107465022
727,True,172.05,103.72,103.81,4.21,2.97,113.61,1,0.9999933526730979
728,True,171.94,104.11,104.16,4.08,3.35,111.76,0,0.02260941756447904
729,True,171.04,103.84,103.64,4.22,3.36,112.7,1,0.940604575693304
730,True,172.17,103.93,103.62,4.06,3.08,113.1,1,0.999900367471317
731,True,171.97,103.69,104.17,4.32,3.0,112.82,1,0.9922678075757845
732,True,171.52,103.92,103.66,3.81,3.15,113.54,1,0.9999967579462461
733,True,172.1,103.94,103.75,3.66,3.2,113.78,1,0.9999993486685467
734,True,171.35,103.7,103.43,3.71,3.22,113.28,1,0.9999917475794021
735,True,171.92,103.93,104.06,4.38,2.97,113.01,1,0.9982098152417177
736,True,171.69,103.85,103.53,3.86,3.19,112.68,1,0.9991280742714592
737,True,172.16,104.39,103.85,3.77,3.32,112.55,1,0.9878193887123901
738,True,171.7,103.88,103.56,3.89,3.03,113.6,1,0.9999992359874545
740,True,171.95,103.84,103.68,3.79,3.09,112.68,1,0.9996737168922456
741,True,172.17,103.75,103.29,4.43,2.88,113.38,1,0.9999923519355481
743,True,172.3,104.58,104.17,4.36,3.33,112.98,1,0.8961030039021581
744,True,172.1,103.95,103.72,4.49,3.07,113.15,1,0.9986156974876924
745,True,172.16,103.92,103.76,4.35,2.84,113.21,1,0.9999586537895404
746,True,172.02,103.73,103.31,4.35,3.07,113.62,1,0.9999918755315481
747,True,171.91,104.28,103.92,3.64,3.36,113.15,1,0.9997418576618553
748,True,171.99,103.91,103.79,4.05,3.11,113.67,1,0.9999932779576025
749,True,171.77,103.73,103.48,4.21,2.92,113.24,1,0.9999871141718764
750,True,171.69,104.05,103.73,3.87,3.21,113.56,1,0.9999901423926014
751,True,172.67,104.69,104.18,4.31,2.94,113.59,1,0.999964649665398
752,True,171.45,104.21,104.19,3.91,3.01,113.11,1,0.9998833465434886
753,True,171.96,103.4,104.29,3.77,3.24,112.87,1,0.9967845826655
754,True,172.34,104.2,103.69,3.32,3.09,113.44,1,0.9999998385267811
755,True,171.62,104.12,103.81,4.38,3.13,112.64,1,0.9612603264228003
756,True,171.72,103.95,104.11,3.75,3.13,113.51,1,0.9999903261112543
757,True,172.44,104.06,103.79,4.28,3.16,113.31,1,0.9995573595664808
758,True,171.66,104.12,103.94,4.44,3.19,113.25,1,0.9960619980571823
759,True,172.24,104.06,103.53,4.13,2.89,112.38,1,0.9986606348778742
760,True,171.54,103.7,103.89,3.88,3.1,113.06,1,0.9998763556846852
761,True,172.16,103.93,103.04,4.14,2.99,113.26,1,0.9999964823160608
762,True,172.02,104.01,103.57,4.5,2.77,112.72,1,0.9994413117070468
763,True,172.41,104.43,103.65,3.97,3.35,113.71,1,0.9999758099285148
764,True,171.74,103.59,103.94,3.96,3.12,113.71,1,0.9999945602757552
765,True,171.91,103.88,103.79,4.17,3.29,113.38,1,0.9994443923313854
766,True,172.46,103.89,103.74,3.57,3.02,112.7,1,0.999957551899155
767,True,172.62,104.0,104.03,4.31,3.29,113.1,1,0.9835399934420813
768,True,171.69,103.91,103.26,4.04,3.22,113.56,1,0.9999932929443134
769,True,171.99,103.27,103.31,3.78,3.0,113.51,1,0.9999997880689905
770,True,171.8,104.17,103.8,4.67,2.88,113.03,1,0.998369954891781
771,True,172.1,104.3,103.74,3.85,2.76,113.1,1,0.9999985855714921
772,True,172.12,103.95,104.08,4.5,3.06,113.18,1,0.9963553149496238
773,True,172.03,103.93,103.53,4.43,3.1,113.37,1,0.9998219976127418
774,True,172.0,103.69,103.91,4.12,3.33,112.84,1,0.975162974721355
775,True,172.53,104.29,103.87,4.17,2.98,112.64,1,0.9972601949058217
776,True,171.26,103.87,104.41,4.43,2.88,113.9,1,0.9999871503097201
777,True,172.26,104.03,103.98,3.97,2.97,112.89,1,0.9997832966394821
778,True,171.92,103.6,103.92,4.33,3.02,113.16,1,0.999451464059022
779,True,172.13,103.34,103.62,3.93,2.86,113.66,1,0.9999998584976979
781,True,171.93,104.34,103.72,3.78,2.93,113.52,1,0.9999996243600308
782,True,172.25,104.02,104.16,3.87,3.16,113.77,1,0.9999932903615274
783,True,172.28,104.03,104.14,4.48,3.07,113.32,1,0.9981592322660436
784,True,172.51,103.78,103.94,4.24,3.39,113.13,1,0.9815715371912088
785,True,172.19,103.42,103.61,4.18,3.12,112.74,1,0.9971490556587831
786,True,171.42,103.33,103.54,3.87,3.39,112.87,1,0.9976171900061183
787,True,172.25,103.96,103.49,4.5,3.29,113.29,1,0.9971447328730775
788,True,171.99,103.67,103.76,3.12,2.99,113.22,1,0.9999999209753108
789,True,172.0,103.84,103.72,4.77,2.87,113.84,1,0.9999855440370783
790,True,171.55,104.05,104.05,4.29,2.99,113.37,1,0.9998681036387671
791,True,171.82,103.67,103.8,4.6,3.49,113.32,1,0.9088127265812467
792,True,172.28,103.98,103.98,4.51,2.92,113.07,1,0.9987192046733071
793,True,172.47,104.46,103.41,4.4,2.99,113.36,1,0.9999665078200214
794,True,171.88,103.84,103.87,4.18,3.54,113.31,1,0.9842387087725059
795,True,171.9,103.81,103.8,4.15,3.01,112.82,1,0.9991352272541633
796,True,171.64,103.75,104.17,4.17,2.98,113.14,1,0.9996576614292575
797,True,171.96,104.18,104.04,4.57,2.86,113.58,1,0.9999470358572978
799,True,172.5,104.03,103.79,4.27,2.9,112.72,1,0.9989489877937996
800,True,171.96,104.09,103.67,3.75,2.58,113.28,1,0.9999999697278807
801,True,172.19,103.84,104.62,4.14,3.21,113.45,1,0.9979541641012257
802,True,171.35,104.62,103.58,4.32,2.88,113.42,1,0.9999921718952262
803,True,171.87,103.27,104.5,3.85,3.03,113.19,1,0.9998316561166624
804,True,171.34,103.95,103.29,4.89,2.76,112.58,1,0.9945213695826611
805,True,171.38,103.75,103.16,4.32,3.02,113.25,1,0.9999762980976927
806,True,171.91,103.99,103.76,3.62,3.04,113.0,1,0.9999879284090872
807,True,171.36,103.61,103.96,3.97,3.22,113.45,1,0.9999131239391716
808,True,172.16,104.36,104.02,4.11,2.97,113.55,1,0.9999897162795385
809,True,172.01,103.51,103.48,4.42,3.13,113.5,1,0.9999131438884754
810,True,172.17,104.44,103.31,4.15,3.31,112.96,1,0.9983762556522203
811,True,171.56,103.81,103.8,4.24,3.35,113.8,1,0.9998743957357703
812,True,171.58,103.34,103.82,3.53,2.92,113.63,1,0.9999999504754236
813,True,172.29,103.95,103.99,3.86,2.83,113.35,1,0.9999984641262806
814,True,171.87,103.94,103.22,3.71,3.09,113.19,1,0.9999981509112451
815,True,171.9,104.22,103.56,3.52,3.2,113.23,1,0.9999957635449146
816,True,171.84,103.62,103.93,4.29,2.95,113.22,1,0.9998529314560886
817,True,172.21,103.96,103.55,3.91,2.73,113.36,1,0.9999998378364446
818,True,172.15,104.13,103.52,4.0,3.09,112.93,1,0.9998452845588159
819,True,172.2,104.01,103.74,4.06,3.17,112.94,1,0.9989869241828034
820,True,171.88,104.44,103.5,4.53,3.06,113.52,1,0.9999206997106298
821,True,172.29,104.04,103.94,3.81,3.0,113.6,1,0.9999988068748347
822,True,171.97,103.79,103.56,4.17,3.11,113.58,1,0.9999883834716784
823,True,171.86,103.78,103.5,3.88,3.08,113.62,1,0.9999991259447035
824,True,172.1,104.09,103.83,4.49,3.25,113.37,1,0.996658437350841
825,True,171.94,104.03,103.49,4.16,2.87,113.05,1,0.9999813880427804
826,True,172.21,103.95,103.74,3.79,2.99,113.51,1,0.9999991511391202
827,True,172.45,103.94,103.9,4.28,2.85,113.37,1,0.9999824626295942
828,True,172.92,103.55,103.94,4.78,3.27,113.55,1,0.9879141343974963
829,True,172.26,104.14,103.73,4.41,2.96,112.91,1,0.9987937107368923
830,True,171.49,103.94,103.85,4.32,3.32,113.67,1,0.9995997630573318
831,True,172.1,103.57,103.8,4.2,3.02,113.27,1,0.9999175954251748
832,True,171.8,104.3,103.58,4.75,3.0,112.94,1,0.9921647062713188
833,True,172.22,103.71,103.43,4.13,3.06,113.42,1,0.999990669041883
834,True,172.07,103.61,104.34,4.34,2.85,113.03,1,0.9991044738376194
835,True,172.15,104.08,104.1,4.34,2.78,113.33,1,0.9999692655359269
836,True,172.52,103.98,103.74,4.66,3.19,113.44,1,0.9974771133991629
837,True,172.18,103.6,103.76,3.59,2.75,112.24,1,0.9999472918772915
838,True,171.72,103.96,103.19,3.81,2.83,113.27,1,0.9999998714577244
839,True,172.09,104.2,103.85,4.87,3.04,113.24,1,0.9902290654573968
840,True,172.48,103.71,103.79,3.91,2.96,112.49,1,0.9991650993216276
841,True,172.36,103.92,103.08,3.69,3.1,112.88,1,0.9999923372602612
842,True,172.89,103.77,104.24,4.12,3.01,113.72,1,0.9999878926338786
843,True,172.61,103.98,103.73,3.87,3.16,113.11,1,0.9999063971052412
846,True,171.83,104.01,103.88,4.18,3.04,112.69,1,0.9958667708377258
847,True,172.14,104.07,103.83,3.79,3.14,113.85,1,0.9999993284214899
848,True,172.44,104.26,103.56,3.48,3.12,112.7,1,0.9999625568594211
849,True,172.02,104.07,104.13,3.72,2.96,112.56,1,0.9994934374218811
850,True,172.19,103.77,103.39,4.17,3.17,113.14,1,0.9998148651830107
851,True,172.16,103.76,103.72,4.18,3.02,113.43,1,0.9999792093591091
852,True,171.92,103.72,103.66,4.41,2.65,113.4,1,0.9999981377763445
853,True,171.74,104.0,103.83,3.95,3.03,114.15,1,0.9999999074952001
854,True,171.87,103.95,103.52,3.94,3.02,113.33,1,0.9999956423697491
855,True,172.26,104.66,103.58,4.36,2.8,112.44,1,0.9981725000171671
856,True,171.94,104.52,103.77,4.1,3.08,112.75,1,0.9981816578091254
857,True,172.18,104.04,104.12,4.26,3.34,113.67,1,0.9991726569763708
858,True,172.3,104.18,104.1,4.52,3.02,113.02,1,0.9922253227692106
859,True,171.85,103.85,103.45,3.85,3.09,113.1,1,0.99998328794574
860,True,171.38,103.83,103.99,4.44,3.12,113.48,1,0.9994535471310173
861,True,171.86,104.21,103.74,4.43,2.9,113.65,1,0.9999920361530706
862,True,172.08,103.78,103.13,3.44,2.88,113.22,1,0.9999999766408777
863,True,171.97,104.0,103.37,3.86,3.21,112.87,1,0.9998040467649703
864,True,171.68,103.54,104.31,3.9,3.1,112.91,1,0.9985758862027305
865,True,172.34,103.94,103.91,4.13,3.23,112.85,1,0.9910670456879244
866,True,171.67,103.76,103.59,3.82,3.17,112.77,1,0.9996139577011233
867,True,172.12,104.32,103.19,4.04,3.28,113.11,1,0.99984151751611
868,True,172.23,103.87,104.05,3.9,3.09,113.38,1,0.9999700152971954
869,True,172.25,104.21,103.79,3.84,3.25,112.71,1,0.9971762889470132
870,True,172.14,104.34,103.98,3.84,2.98,113.05,1,0.999960455112682
872,True,171.66,104.42,103.5,3.76,3.2,112.94,1,0.9999059338581459
873,True,172.29,103.93,103.82,4.25,3.11,113.54,1,0.9999416108507084
874,True,172.22,103.75,103.91,4.5,3.19,113.06,1,0.9834443220323925
875,True,171.94,104.09,103.28,3.98,3.13,113.53,1,0.9999976845009656
876,True,172.18,103.85,103.67,3.83,2.96,113.09,1,0.9999915841909714
877,True,171.95,103.62,103.91,4.91,2.9,113.17,1,0.9944709316102648
878,True,172.27,104.21,103.59,3.9,3.07,113.31,1,0.9999918708589352
879,True,172.34,104.14,104.06,4.11,3.01,113.78,1,0.9999956799825556
880,True,171.71,104.31,104.1,4.54,3.12,113.11,1,0.9857529795434697
881,True,171.54,104.36,103.83,3.86,3.06,112.92,1,0.9998605244792858
882,True,172.16,103.77,103.63,4.06,3.12,113.02,1,0.9997444824622026
883,True,171.73,104.38,103.26,4.0,3.04,112.72,1,0.9998587087439478
884,True,172.57,103.78,103.65,4.27,3.04,113.0,1,0.9994947213703126
885,True,171.71,104.14,103.99,4.49,3.15,113.21,1,0.9946293145179679
886,True,172.0,104.35,103.29,3.73,3.11,113.18,1,0.999996533854405
887,True,172.08,104.04,104.08,3.66,3.3,113.41,1,0.9999461480932608
888,True,172.15,104.28,103.67,4.28,3.24,113.35,1,0.9994662688482652
889,True,172.31,103.94,103.89,4.0,3.2,113.8,1,0.9999921701871625
890,True,172.35,104.04,104.18,4.47,3.03,113.15,1,0.9962980624862557
891,True,172.16,103.63,103.59,4.25,3.38,113.58,1,0.9996474761635585
892,True,172.63,104.13,104.17,3.77,3.45,113.34,1,0.9989362414363011
893,True,172.2,103.52,103.78,3.66,3.4,113.35,1,0.9999186090626353
894,True,172.02,103.67,104.22,4.4,3.04,113.33,1,0.999001488753042
896,True,171.66,104.0,103.47,3.9,2.99,112.65,1,0.9998618109961497
897,True,172.0,103.65,103.83,2.98,2.76,113.17,1,0.9999999948732177
898,True,171.95,103.65,103.9,3.98,3.2,112.68,1,0.9929922240134974
899,True,172.39,103.98,104.05,4.26,2.98,113.41,1,0.999923101181552
900,True,171.65,103.84,104.25,3.56,3.22,113.63,1,0.9999943405199161
901,True,171.83,104.08,103.7,3.28,2.88,113.56,1,0.999999993029143
902,True,171.5,104.27,104.04,3.97,3.37,112.98,1,0.9903448820591882
903,True,171.41,104.03,104.21,4.26,3.11,113.49,1,0.9996909377525094
904,True,172.16,104.1,103.78,3.84,3.03,113.13,1,0.999979084227679
905,True,171.99,104.76,104.55,4.39,3.02,113.7,1,0.9997663453738838
906,True,172.32,103.97,104.33,4.06,3.08,113.73,1,0.9999782211682194
907,True,171.99,104.44,103.88,4.04,2.89,113.01,1,0.9999497570157504
908,True,172.22,104.05,103.86,4.68,3.05,113.04,1,0.9884359569361204
909,True,171.62,103.8,103.48,4.16,3.35,112.83,1,0.9898179935837385
910,True,171.84,104.03,103.88,4.31,3.18,113.07,1,0.9961203595546283
911,True,172.05,103.75,104.15,4.39,2.87,112.83,1,0.9972500323853696
912,True,172.25,103.93,103.49,4.17,2.8,113.56,1,0.9999995859594308
913,True,171.98,103.75,103.83,4.39,3.32,112.97,1,0.9584109580763176
914,True,171.65,103.82,103.37,4.37,2.98,113.04,1,0.9998431100722269
915,True,172.37,104.11,104.09,4.78,3.09,113.42,1,0.9931536963462148
916,True,171.64,103.9,104.07,3.6,3.39,113.18,1,0.9996250617470941
917,True,171.99,103.62,103.42,3.48,3.37,112.94,1,0.9999277269080754
918,True,172.48,103.59,104.03,4.1,2.74,112.78,1,0.9998954625882629
920,True,171.85,103.27,103.96,4.0,2.65,113.62,1,0.9999999019766991
921,True,171.36,103.72,104.76,4.17,2.88,113.14,1,0.9991415197479975
922,True,172.24,103.95,103.52,4.33,2.88,113.48,1,0.999995279120284
923,True,171.49,104.24,104.32,3.58,3.07,113.8,1,0.9999994026067152
924,True,172.45,103.99,104.39,3.43,2.66,112.93,1,0.9999991276645537
925,True,171.82,103.61,103.84,3.99,2.73,113.4,1,0.9999994497388615
926,True,172.15,103.98,103.89,4.21,3.08,113.61,1,0.9999727713162323
927,True,172.18,104.65,103.81,3.95,3.07,113.03,1,0.9998702206557512
928,True,172.39,104.08,103.76,3.85,2.95,113.23,1,0.9999951003959512
929,True,172.13,104.1,103.69,4.39,2.86,113.06,1,0.9998692374126209
930,True,172.36,103.52,103.7,4.17,3.29,113.33,1,0.9994394352561965
931,True,171.83,104.01,103.92,4.35,3.08,112.47,1,0.9247333279378368
932,True,171.77,104.27,103.94,4.34,2.87,113.21,1,0.9999035584716207
933,True,172.05,103.78,103.81,4.17,3.08,113.35,1,0.9999195884590847
934,True,172.17,104.27,104.32,4.52,3.32,113.48,1,0.9787514218513828
935,True,171.52,103.85,103.75,3.95,3.09,112.97,1,0.9998105805568662
936,True,172.17,104.06,103.37,4.32,3.31,113.66,1,0.9999221148798582
937,True,171.64,103.6,103.76,4.42,2.98,112.94,1,0.9985473803989419
938,True,172.19,104.08,104.17,4.17,3.26,113.07,1,0.9903926159911445
939,True,171.94,104.64,103.7,4.36,2.98,112.83,1,0.9983955777808875
940,True,171.9,104.11,103.69,3.68,3.08,112.74,1,0.9998950135217527
941,True,172.13,103.35,104.17,4.23,3.27,113.06,1,0.983560371189225
942,True,172.1,104.17,103.78,4.61,2.84,113.35,1,0.9999038074783249
943,True,171.79,103.56,103.77,4.15,2.8,112.67,1,0.9997780264107475
944,True,171.66,103.68,103.41,4.35,3.33,113.74,1,0.9999191344219944
947,True,171.9,104.08,103.94,4.17,2.97,113.05,1,0.999749878303999
948,True,171.84,104.39,103.83,3.77,2.97,113.05,1,0.9999860771299364
949,True,172.02,103.89,103.93,4.14,3.18,113.75,1,0.9999761025167333
950,True,172.4,104.09,103.74,3.74,3.13,113.46,1,0.9999963853162779
951,True,171.95,103.86,103.8,4.51,2.87,112.17,1,0.9033546062952589
952,True,172.39,104.2,103.88,3.95,3.36,113.07,1,0.9973919063972632
953,True,171.66,103.54,104.16,4.0,3.33,113.53,1,0.9996086742820156
954,True,171.77,103.63,103.59,3.52,3.32,112.77,1,0.999722989017414
955,True,172.37,104.06,103.69,4.09,2.87,113.68,1,0.999999519404948
956,True,172.22,103.72,103.8,4.36,3.22,112.84,1,0.975061663499718
957,True,172.24,103.8,104.36,4.18,2.99,113.81,1,0.9999877109659002
958,True,172.15,103.84,103.32,4.21,3.03,112.89,1,0.9997948145629808
959,True,172.31,103.98,103.53,4.04,2.97,113.47,1,0.9999978751103128
960,True,171.87,103.88,104.07,3.8,2.9,113.36,1,0.9999973275128414
961,True,171.79,103.77,104.0,4.1,3.05,112.67,1,0.9953366019494605
962,True,172.12,103.64,103.65,4.23,3.18,112.67,1,0.9873047184684645
963,True,172.09,103.65,103.25,3.96,2.85,113.2,1,0.9999992342179957
964,True,171.84,103.72,103.57,4.33,2.83,113.31,1,0.999990561411102
965,True,171.42,104.79,104.16,3.45,3.16,112.64,1,0.9995012671859528
966,True,171.92,104.57,104.17,4.09,2.88,113.12,1,0.999917375205319
967,True,172.36,104.09,103.75,3.98,2.93,112.7,1,0.9997715406759793
968,True,172.06,103.56,103.76,3.83,3.05,113.42,1,0.9999962065716553
969,True,171.75,103.6,103.06,4.03,2.98,112.96,1,0.9999892630464061
970,True,172.06,104.45,103.73,4.18,3.5,113.36,1,0.9951476638852785
971,True,171.57,103.58,104.06,3.86,2.94,113.03,1,0.99995634031416
972,True,171.4,103.88,103.54,3.75,2.8,113.01,1,0.999998977977715
973,True,172.41,104.1,103.9,4.06,3.14,112.61,1,0.990455245607359
974,True,172.06,104.08,103.47,4.47,2.97,114.32,1,0.9999998601735147
975,True,172.43,104.04,104.26,4.56,3.24,112.82,1,0.6329825791335455
976,True,172.31,104.29,103.72,3.98,2.87,112.4,1,0.9992976639386536
977,True,171.62,103.94,104.14,4.59,3.3,113.5,1,0.9868441988740184
978,True,172.43,103.65,104.3,4.09,2.94,113.06,1,0.9996563659216544
979,True,172.0,103.76,104.07,4.36,2.59,113.64,1,0.9999993517877698
980,True,172.12,104.08,104.49,4.09,3.56,113.5,1,0.9735103624704842
982,True,171.43,104.52,103.42,4.05,2.82,113.02,1,0.9999947302664498
983,True,172.33,103.69,103.66,3.76,3.09,113.66,1,0.9999993948588057
984,True,171.63,103.7,103.63,4.21,3.25,112.76,1,0.987536067012119
985,True,171.88,103.87,104.02,4.12,3.33,112.47,1,0.7362195364774423
986,True,171.92,103.61,103.83,4.08,2.72,112.4,1,0.9996003596551839
987,True,171.83,103.77,103.84,4.1,3.1,113.1,1,0.9996721565344475
988,True,172.25,103.99,103.84,3.81,2.99,113.36,1,0.9999966188893494
989,True,171.68,103.9,103.68,3.78,2.74,113.6,1,0.9999999721563831
990,True,171.74,103.9,103.6,3.87,2.89,113.36,1,0.9999992141022217
991,True,172.21,104.42,103.53,4.48,3.05,113.11,1,0.9992812131715467
992,True,171.79,103.69,103.68,3.65,2.77,112.78,1,0.9999973874463843
993,True,171.91,103.73,103.51,4.6,3.1,113.53,1,0.9998182830016074
994,True,172.11,104.12,103.83,3.9,2.72,113.28,1,0.999999430723561
995,True,171.66,103.92,103.47,4.26,2.83,113.2,1,0.9999914290102817
996,True,172.16,103.72,103.61,4.3,2.72,113.51,1,0.999999170887012
997,True,171.78,103.38,104.22,4.23,3.07,113.77,1,0.9999688910079215
998,True,171.44,103.96,103.92,3.68,2.89,113.21,1,0.9999982713172196
999,True,171.56,104.07,103.58,3.55,3.02,112.96,1,0.9999955648907193
1000,False,172.28,103.95,103.91,4.78,3.31,111.4,0,0.0001059677377149411
1001,False,171.92,103.86,104.3,4.96,3.13,111.29,0,3.0790199243249566e-05
1002,False,171.59,104.14,104.38,4.97,3.47,111.22,0,4.1912137070298806e-07
1003,False,172.02,104.33,104.33,5.19,3.21,111.99,0,0.0002116200786962252
1004,False,172.55,104.25,104.23,5.6,3.13,111.72,0,9.684588415628656e-06
1005,False,171.88,104.3,104.18,5.34,3.33,112.69,0,0.0028825729196951797
1006,False,171.63,104.05,104.25,4.61,3.1,110.91,0,4.3518781279602136e-05
1007,False,171.83,104.13,104.52,4.94,3.27,111.72,0,5.5364209167418575e-05
1008,False,172.3,104.28,103.9,5.1,3.57,110.66,0,1.0217994428956715e-08
1009,False,172.09,104.26,103.96,4.45,3.31,111.25,0,0.0002856599790810484
1010,False,171.43,103.85,103.94,4.37,3.23,111.71,0,0.019369248074067476
1011,False,172.09,104.44,104.24,4.9,3.13,111.93,0,0.002816503864343951
1012,False,171.37,103.73,104.18,4.97,3.34,110.98,0,7.184377120655842e-07
1013,False,171.98,104.18,103.59,5.44,3.39,112.07,0,0.0001285750535036744
1014,False,171.73,103.99,103.86,5.55,3.33,111.28,0,3.7726727552677747e-07
1015,False,171.86,104.51,104.29,5.97,3.54,110.76,0,2.92570706068685e-11
1016,False,171.99,104.23,104.33,5.13,3.21,110.99,0,6.541801189182195e-07
1017,False,171.81,104.37,104.18,5.9,3.52,110.95,0,2.6012923083692407e-10
1018,False,171.79,104.18,103.87,5.55,3.25,111.88,0,3.3746271420197554e-05
1019,False,172.16,104.03,104.44,5.33,3.33,111.21,0,1.4298499392417714e-07
1020,False,171.14,104.31,104.3,5.46,3.29,111.57,0,1.3951445510603898e-06
1021,False,171.91,104.2,103.57,4.53,3.52,111.14,0,3.6023694734476786e-05
1022,False,172.89,104.03,104.03,6.03,3.0,110.95,0,4.214499559036726e-08
1023,False,172.02,104.26,104.2,6.2,3.58,111.25,0,1.2465244780647127e-10
1024,False,171.52,104.05,104.31,4.24,3.7,112.6,0,0.02314682318987415
1025,False,172.17,104.2,104.13,3.86,3.38,112.44,1,0.8314824827323269
1026,False,171.88,103.85,103.96,5.1,3.31,112.64,0,0.024098728161850137
1027,False,171.63,104.02,104.66,6.7,3.28,111.28,0,3.146314848221913e-11
1028,False,171.74,104.05,103.93,5.38,3.49,111.34,0,2.393190831654497e-07
1029,False,171.96,104.29,104.03,6.01,3.91,110.83,0,1.7676584862454452e-12
1030,False,171.96,104.45,104.48,5.31,3.42,111.75,0,1.548448323322376e-06
1031,False,172.4,104.0,103.82,6.33,3.1,112.11,0,5.705784090179048e-06
1032,False,172.08,104.22,104.41,4.51,3.3,111.4,0,0.00012262892200196062
1033,False,171.72,104.06,103.8,5.69,3.64,111.77,0,1.5473158959285843e-07
1034,False,172.35,103.79,104.35,5.18,3.35,112.02,0,5.914196998891673e-05
1035,False,172.05,104.37,104.14,5.38,3.27,111.14,0,3.4279583039801743e-07
1036,False,171.58,104.13,104.67,5.86,3.52,112.47,0,7.633868114137618e-07
1037,False,172.09,104.24,103.83,5.1,3.37,111.69,0,5.8675524168875476e-05
1038,False,172.08,104.1,103.96,5.64,3.13,111.51,0,5.063648102082157e-06
1039,False,171.65,104.12,104.33,5.56,3.19,111.48,0,1.0926327611827053e-06
1040,False,171.91,104.08,104.16,5.91,3.41,111.32,0,8.00038577023186e-09
1041,False,171.77,104.12,104.42,6.65,3.63,111.53,0,1.1705904035406978e-11
1042,False,171.75,103.99,104.21,4.74,3.4,110.5,0,7.734838614666723e-08
1043,False,172.05,104.29,103.8,4.94,3.27,111.33,0,5.483968333018093e-05
1044,False,171.55,104.18,103.83,4.46,3.42,111.6,0,0.001134248333798403
1045,False,172.4,104.05,103.94,5.01,3.43,111.53,0,1.4366776970367218e-05
1046,False,172.07,104.36,104.04,5.6,3.29,111.73,0,3.6653597964933886e-06
1047,False,171.78,103.95,104.27,4.64,3.29,110.73,0,1.5413010342102735e-06
1048,False,172.16,104.24,104.47,6.08,3.49,111.59,0,2.242585073743591e-09
1049,False,171.69,104.09,104.49,5.28,3.51,112.68,0,0.00021780927330268803
1050,False,171.96,104.24,103.75,5.5,3.29,111.08,0,3.297519843427402e-07
1051,False,171.81,103.91,104.77,5.28,3.58,111.33,0,1.0176291468742029e-08
1052,False,172.13,104.09,104.16,5.45,3.38,111.79,0,3.5955006753189568e-06
1053,False,171.85,104.52,104.05,6.21,3.43,111.96,0,7.26399795903205e-08
1054,False,172.39,104.16,103.92,5.66,3.39,111.83,0,2.446455002002368e-06
1055,False,171.74,104.07,104.08,5.06,3.52,111.76,0,1.0638385720592338e-05
1056,False,171.5,104.32,104.66,4.92,3.33,111.95,0,8.710274582610367e-05
